filename,id,class,area_px,r_imgmedian,r_mean,r_median,r_min,r_max,g_imgmedian,g_mean,g_median,g_min,g_max,b_imgmedian,b_mean,b_median,b_min,b_max
image.png,1,0,410,82.000000,92.397561,91.000000,79.000000,126.000000,33.000000,72.824390,72.000000,48.000000,102.000000,69.000000,157.417073,144.000000,94.000000,255.000000
image.png,2,0,499,82.000000,96.006012,95.000000,81.000000,120.000000,33.000000,64.633267,64.000000,31.000000,95.000000,69.000000,141.314629,132.000000,51.000000,255.000000
image.png,3,0,406,82.000000,97.807882,97.000000,77.000000,122.000000,33.000000,70.394089,70.000000,42.000000,98.000000,69.000000,144.903941,137.000000,70.000000,255.000000
image.png,4,1,487,82.000000,95.669405,95.000000,72.000000,128.000000,33.000000,66.889117,69.000000,21.000000,102.000000,69.000000,148.012320,138.000000,36.000000,255.000000
image.png,5,1,433,82.000000,102.812933,103.000000,83.000000,134.000000,33.000000,63.859122,64.000000,35.000000,97.000000,69.000000,162.355658,150.000000,79.000000,255.000000
image.png,6,1,414,82.000000,104.717391,105.000000,78.000000,133.000000,33.000000,61.727053,63.000000,28.000000,84.000000,69.000000,154.224638,142.000000,53.000000,255.000000
image.png,7,0,461,82.000000,95.533623,96.000000,70.000000,127.000000,33.000000,70.817787,72.000000,26.000000,94.000000,69.000000,160.902386,156.000000,45.000000,255.000000
